taxid,taxaname
1357074,Pseudomonas sp. LS44
1382237,Pseudomonas sp. OVF7
1449783,Pseudomonas sp. LM12
1495331,Pseudomonas sp. WCS374
1500686,Pseudomonas sp. Os17
1500687,Pseudomonas sp. St29
1506334,Pseudomonas sp. G2-4
1523522,Pseudomonas sp. ZM1
1524461,Pseudomonas sp. EGD-AKN5
1534110,Pseudomonas sp. DR 5-09
1573704,Pseudomonas sp. R32
1573711,Pseudomonas sp. R76
1573712,Pseudomonas sp. R84
1573714,Pseudomonas sp. S04
1573718,Pseudomonas sp. S34
1573719,Pseudomonas sp. S35
1573720,Pseudomonas sp. S49
1602166,Pseudomonas sp. St290
1602529,Pseudomonas sp. R1-1
1608357,Pseudomonas sp. LFM046
1611770,Pseudomonas sp. MRSN 12121
1632772,Pseudomonas sp. R1-18
1636610,Pseudomonas sp. PONIH3
1649877,Pseudomonas sp. CCOS 191
1659194,Pseudomonas sp. GR 6-02
1702250,Pseudomonas sp. IB20
1736226,Pseudomonas sp. Leaf58
1755504,Pseudomonas sp. DY-1
1758730,Pseudomonas sp. BIOMIG1BAC
1761895,Pseudomonas sp. bs2935
1827300,Pseudomonas sp. MYb193
1837993,Pseudomonas sp. P108
1855331,Pseudomonas sp. A214
1855380,Pseudomonas sp. Z003-0.4C(8344-21)
1856685,Pseudomonas sp. TCU-HL1
1881017,Pseudomonas sp. 7SR1
1886807,Pseudomonas sp. TMW 2.1634
1930532,Pseudomonas sp. CC6-YY-74
1981174,Pseudomonas sp. M30-35
2005388,Pseudomonas sp. RU47
2018067,Pseudomonas sp. FDAARGOS_380
2025658,Pseudomonas sp. NS1(2017)
2049589,Pseudomonas sp. HLS-6
2052956,Pseudomonas sp. ACM7
2054914,Pseudomonas sp. 02C 26
2054915,Pseudomonas sp. 09C 129
2054916,Pseudomonas sp. S06B 330
2054919,Pseudomonas sp. S09G 359
2067572,Pseudomonas sp. NC02
2069256,Pseudomonas sp. XWY-1
2073078,Pseudomonas sp. DTU12.3
2083051,Pseudomonas sp. SWI6
2083052,Pseudomonas sp. SWI36
2083053,Pseudomonas sp. SWI44
2083054,Pseudomonas sp. LG1D9
2083055,Pseudomonas sp. LH1G9
2126069,Pseudomonas sp. LBUM920
2169583,Pseudomonas sp. SXM-1
2201355,Pseudomonas sp. NFX1
2201356,Pseudomonas sp. 31-12
2201998,Pseudomonas sp. PLMAX
2219057,Pseudomonas sp. LG1E9
2320270,Pseudomonas sp. DG56-2
2479392,Pseudomonas sp. LTJR-52
2479393,Pseudomonas sp. LTGT-11-2Z
2487887,Pseudomonas sp. KU43P
2498848,Pseudomonas sp. MPC6
2512235,Pseudomonas sp. REST10
2545800,Pseudomonas sp. FDAARGOS_761
2559074,Pseudomonas sp. S150
2578110,Pseudomonas sp. KBS0707
2578115,Pseudomonas sp. KBS0802
2587597,Pseudomonas sp. SWI7
2587859,Pseudomonas sp. THAF42
2587863,Pseudomonas sp. THAF187a
2590776,Pseudomonas sp. NIBRBAC000502773
2597770,Pseudomonas sp. BJP69
2604941,Pseudomonas sp. C27(2019)
2605424,Pseudomonas sp. J380
2609418,Pseudomonas sp. KUIN-1
2614442,Pseudomonas sp. LPB0260
2653853,Pseudomonas sp. SCB32
2654238,Pseudomonas sp. DTU12.1
2662033,Pseudomonas sp. NY5710
2662034,Pseudomonas sp. 13159349
2664899,Pseudomonas sp. CFSAN084952
2675224,Pseudomonas sp. REB1044
2678256,Pseudomonas sp. St386
2678257,Pseudomonas sp. St316
2678258,Pseudomonas sp. Cab53
2678259,Pseudomonas sp. Seg1
2678260,Pseudomonas sp. Ost2
2678261,Pseudomonas sp. Pc102
2697023,Pseudomonas sp. AN-B15
2705472,Pseudomonas sp. MTM4
2706126,Pseudomonas sp. OIL-1
2724470,Pseudomonas sp. BIGb0427
2726989,Pseudomonas sp. gcc21
2729423,Pseudomonas sp. SK
2730845,Pseudomonas sp. ADAK2
2730846,Pseudomonas sp. ADAK7
2730847,Pseudomonas sp. ADAK13
2730848,Pseudomonas sp. ADAK18
2730849,Pseudomonas sp. ADAK20
2730850,Pseudomonas sp. ADAK21
2730851,Pseudomonas sp. ADAK22
2738126,Pseudomonas sp. FP215
2738843,Pseudomonas sp. B14-6
2741068,Pseudomonas sp. BF61
2743971,Pseudomonas sp. 43A
2745230,Pseudomonas sp. MYb327
2745519,Pseudomonas sp. OE 28.3
2748080,Pseudomonas sp. ABC1
2749807,Pseudomonas sp. Y39-6
2749808,Pseudomonas sp. Y5-11
2749999,Pseudomonas sp. RtIB026
2759706,Pseudomonas sp. 29A
2762896,Pseudomonas sp. MPDS
2774459,Pseudomonas sp. IzPS59
2774873,Pseudomonas sp. ADPe
2777367,Pseudomonas sp. OST1909
2793103,Pseudomonas sp. IAC-BECa141
2795724,Pseudomonas sp. MPFS
2799184,Pseudomonas sp. Eqa60
2804761,Pseudomonas sp. 15A4
2806614,Pseudomonas sp. JZ114
2806615,Pseudomonas sp. JZ134
2807620,Pseudomonas sp. MIL9
2811422,Pseudomonas sp. PDNC002
2813842,Pseudomonas sp. SORT22
2815936,Pseudomonas sp. PP3
2816906,Pseudomonas sp. BYT-1
2817386,Pseudomonas sp. D1-2
2817387,Pseudomonas sp. D1-36
2817390,Pseudomonas sp. D2-30
2817392,Pseudomonas sp. D3-10
2817393,Pseudomonas sp. D3-27
2817394,Pseudomonas sp. D4-10
2817395,Pseudomonas sp. D4-18
2817396,Pseudomonas sp. D4-21
2817397,Pseudomonas sp. R1-6
2817398,Pseudomonas sp. R1-7
2817399,Pseudomonas sp. R1-15
2817401,Pseudomonas sp. R3-56
2817402,Pseudomonas sp. R3-57
2817404,Pseudomonas sp. R4-75
2817405,Pseudomonas sp. R4-79
2817406,Pseudomonas sp. R4-83
2817407,Pseudomonas sp. Z1-6
2817408,Pseudomonas sp. Z1-12
2817409,Pseudomonas sp. Z1-14
2817410,Pseudomonas sp. Z1-29
2817411,Pseudomonas sp. Z3-6
2817412,Pseudomonas sp. Z3-8
2817413,Pseudomonas sp. Z4-7
2817414,Pseudomonas sp. Z4-20
2817415,Pseudomonas sp. Z5-35
2817416,Pseudomonas sp. Z6-14
2817417,Pseudomonas sp. Z6-20
2821559,Pseudomonas sp. IsoF
2823875,Pseudomonas sp. Tri1
2825975,Pseudomonas sp. SCA2728.1_7
2829498,Pseudomonas sp. JS425
2834406,Pseudomonas sp. RC3H12
2841063,Pseudomonas sp. SK2
2841064,Pseudomonas sp. SK3(2021)
2850559,Pseudomonas sp. HS6
2853534,Pseudomonas sp. PD9R
2855434,Pseudomonas sp. AO-1
2856556,Pseudomonas sp. HD6515
2861775,Pseudomonas sp. YeP6b
2861799,Pseudomonas sp. Colony2
2862945,Pseudomonas sp. ArH3a
2864101,Pseudomonas sp. So3.2b
2866277,Pseudomonas sp. S11A 273
2866278,Pseudomonas sp. S07E 245
2866282,Pseudomonas sp. PS1(2021)
2866626,Pseudomonas sp. 2hn
2866807,Pseudomonas sp. MM213
2866808,Pseudomonas sp. MM211
2867408,Pseudomonas sp. 3-2
2867409,Pseudomonas sp. NEEL19
2870750,Pseudomonas sp. CYM-20-01
2870840,Pseudomonas sp. DR208
2870860,Pseudomonas sp. DNDY-54
2871095,Pseudomonas sp. DR48
2871493,Pseudomonas sp. SC3(2021)
2874628,Pseudomonas sp. p1(2021b)
2879114,Pseudomonas sp. HS-18
2883205,Pseudomonas sp. L5B5
2884805,Pseudomonas sp. HN2
2886360,Pseudomonas sp. HN2-3
2886361,Pseudomonas sp. HN8-3
2892442,Pseudomonas sp. CIP-10
2893890,Pseudomonas sp. KNUC1026
2895470,Pseudomonas sp. B21-009
2895471,Pseudomonas sp. B21-010
2895472,Pseudomonas sp. B21-012
2895473,Pseudomonas sp. B21-015
2895474,Pseudomonas sp. B21-017
2895475,Pseudomonas sp. B21-019
2895476,Pseudomonas sp. B21-021
2895477,Pseudomonas sp. B21-023
2895480,Pseudomonas sp. B21-028
2895482,Pseudomonas sp. B21-031
2895483,Pseudomonas sp. B21-032
2895484,Pseudomonas sp. B21-035
2895485,Pseudomonas sp. B21-036
2895486,Pseudomonas sp. B21-040
2895487,Pseudomonas sp. B21-041
2895488,Pseudomonas sp. B21-044
2895489,Pseudomonas sp. B21-047
2895490,Pseudomonas sp. B21-048
2895491,Pseudomonas sp. B21-051
2895493,Pseudomonas sp. B21-053
2895494,Pseudomonas sp. B21-054
2895495,Pseudomonas sp. B21-056
2895496,Pseudomonas sp. B21-059
2898441,Pseudomonas sp. J452
2898483,Pseudomonas sp. 7-41
2899657,Pseudomonas sp. Nvir
2901380,Pseudomonas sp. NIBR-H-19
2902622,Pseudomonas sp. CP-1
2920387,Pseudomonas sp. LS.1a
2921518,Pseudomonas sp. FSL L8-0168
2926671,Pseudomonas sp. I3-I5
2933816,Pseudomonas sp. BC42
2939495,Pseudomonas sp. NY11382
2944234,Pseudomonas sp. LRP2-20
2944252,Pseudomonas sp. B111
2944392,Pseudomonas sp. BYT-5
2954077,Pseudomonas sp. FP1154
2954078,Pseudomonas sp. FP1740
2954079,Pseudomonas sp. FP1742
2954080,Pseudomonas sp. FP1762
2954081,Pseudomonas sp. FP1911
2954084,Pseudomonas sp. FP198
2954086,Pseudomonas sp. FP2196
2954087,Pseudomonas sp. FP2254
2954089,Pseudomonas sp. FP2294
2954090,Pseudomonas sp. FP2300
2954091,Pseudomonas sp. FP2309
2954092,Pseudomonas sp. FP2335
2954093,Pseudomonas sp. FP2338
2954094,Pseudomonas sp. FP453
2954096,Pseudomonas sp. FP597
2954097,Pseudomonas sp. FP603
2954099,Pseudomonas sp. FP818
2954102,Pseudomonas sp. FP833
2954814,Pseudomonas sp. Stari2
2962597,Pseudomonas sp. Z8(2022)
2971912,Pseudomonas sp. CBS
2972478,Pseudomonas sp. LS1212
2973088,Pseudomonas sp. BW7P1
2974552,Pseudomonas sp. GCEP-101
2975049,Pseudomonas sp. N3-W
2976333,Pseudomonas sp. NBB
2976883,Pseudomonas sp. SD17-1
2976884,Pseudomonas sp. FJ2-5-13
2983246,Pseudomonas sp. SO81
2986074,Pseudomonas sp. P1B16
2986947,Pseudomonas sp. WJP1
2991051,Pseudomonas sp. KU26590
2994661,Pseudomonas sp. SL4(2022)
2998079,Pseudomonas sp. GOM7
3003351,Pseudomonas sp. GXZC
3016341,Pseudomonas sp. PSE14
3019098,Pseudomonas sp. TUM22785
3019968,Pseudomonas sp. MM227
3020843,Pseudomonas sp. Q1-7
3020907,Pseudomonas sp. JBR1
3028807,Pseudomonas sp. AA-38
3029060,Pseudomonas sp. PSKL.D1
3034675,Pseudomonas sp. A34-9
3035289,Pseudomonas sp. NyZ480
3040601,Pseudomonas sp. LTR0
3040605,Pseudomonas sp. nanlin1
3042028,Pseudomonas sp. PMCC200344
3043441,Pseudomonas sp. P5_109
3043443,Pseudomonas sp. P8_139
3043444,Pseudomonas sp. P8_229
3043445,Pseudomonas sp. P8_241
3043447,Pseudomonas sp. P9_2
3043448,Pseudomonas sp. P9_31
3043449,Pseudomonas sp. P9_32
3043450,Pseudomonas sp. P9_35
3048583,Pseudomonas sp. 10S4
3048607,Pseudomonas sp. CCC3.1
3048613,Pseudomonas sp. CCI1.1
3048620,Pseudomonas sp. CCI4.2
3048622,Pseudomonas sp. DC1.2
3048627,Pseudomonas sp. MH10
3048629,Pseudomonas sp. MH9.2
3048630,Pseudomonas sp. MH9.3
3049084,Pseudomonas sp. M2(2023)
3049542,Pseudomonas sp. P105
3058433,"Pseudomonas sp. 2,4-D"
3064349,Pseudomonas sp. 22-AL-CL-001
3064528,Pseudomonas sp. Teo4
3067780,Pseudomonas sp. Hg5Tf
3068639,Pseudomonas sp. NY8896
3068990,Pseudomonas sp. App30
3074146,Pseudomonas sp. SG20056
3074147,Pseudomonas sp. SG20052
3075220,Pseudomonas sp. HTZ2
3075582,Pseudomonas sp. VD-NE white
3075583,Pseudomonas sp. VD-NE ext
3075584,Pseudomonas sp. VD-NE ins
3077589,Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001
3078264,Pseudomonas sp. C9-3
3081664,Pseudomonas sp. NY8938
3083258,Pseudomonas sp. On1
3086079,Pseudomonas sp. NLJ1
3087234,Pseudomonas sp. MUP55
3090665,Pseudomonas sp. JS3066
3090666,Pseudomonas sp. W03
3094846,Pseudomonas sp. G166
3094916,Pseudomonas sp. BO3-4
3095074,Pseudomonas sp. S1Bt23
3096605,Pseudomonas sp. AN-1
3097255,Pseudomonas sp. AK181
3104264,Pseudomonas sp. B188
3104265,Pseudomonas sp. B33.4
3110111,Pseudomonas sp. JQ170C
3112956,Pseudomonas sp. Rh2
3114884,Pseudomonas sp. LH21
3115647,Pseudomonas sp. ZY71
3118751,Pseudomonas sp. MS646
3118752,Pseudomonas sp. WP18
3119004,Pseudomonas sp. TE3-3-F2023
3120822,Pseudomonas sp. 4810-S13
3122079,Pseudomonas sp. MAG733B
3122375,Pseudomonas sp. ML2-2023-3
3122376,Pseudomonas sp. ML2-2023-6
3123039,Pseudomonas sp. KK18
3127459,Pseudomonas sp. RSB 5.4
3127460,Pseudomonas sp. AE27
3132207,Pseudomonas sp. 1P02AnB
3132297,Pseudomonas sp. 1P03AnA
3132299,Pseudomonas sp. 1P10UG
3133144,Pseudomonas sp. TMP9
3135229,Pseudomonas sp. LPD2
3135254,Pseudomonas sp. LPB4.O
3136561,Pseudomonas sp. TMP25
3137451,Pseudomonas sp. G.S.17
3137452,Pseudomonas sp. BR20
3138070,Pseudomonas sp. ZS001
3139142,Pseudomonas sp. RC10
3141539,Pseudomonas sp. F3-2
3144407,Pseudomonas sp. W17
3144666,Pseudomonas sp. 9.2(2024)
3144667,Pseudomonas sp. 10(2024)
3161136,Pseudomonas sp. WOUb67
3162567,Pseudomonas sp. WHRI 8519
3228746,Pseudomonas sp. PSE1(2024)
3230301,Pseudomonas sp. HOU2
3230490,Pseudomonas sp. HT11
3231526,Pseudomonas sp. X4
3234143,Pseudomonas sp. WC2401
3235105,Pseudomonas sp. A0308
3235106,Pseudomonas sp. A1230
3235107,Pseudomonas sp. A1437
3235108,Pseudomonas sp. B16120
3235109,Pseudomonas sp. B19125
3235110,Pseudomonas sp. B21128
3235111,Pseudomonas sp. B22129
3235112,Pseudomonas sp. B26140
3236988,Pseudomonas sp. Hg7Tf
3239198,Pseudomonas sp. UBT
3240264,Pseudomonas sp. N2-3-1-14
3241600,Pseudomonas sp. KT_2_4
3242491,Pseudomonas sp. QE6
3242677,Pseudomonas sp. LW8
3242725,Pseudomonas sp. QL9
3243021,Pseudomonas sp. Pseusp16
3342076,Pseudomonas sp. VD9
3342569,Pseudomonas sp. Hg3Tf
3344874,Pseudomonas sp. DCA-1
3367525,Pseudomonas sp. NA-150
3376143,Pseudomonas sp. BNK-6
3376144,Pseudomonas sp. BNK-7
3376152,Pseudomonas sp. BNK-15
3376165,Pseudomonas sp. BNK-30
3376176,Pseudomonas sp. BNK-43-a
3376177,Pseudomonas sp. BNK-43-b
3376178,Pseudomonas sp. BNK-44-a
3376179,Pseudomonas sp. BNK-44-b
3376180,Pseudomonas sp. BNK-45
3379129,Pseudomonas sp. M20
3381345,Pseudomonas sp. DL
3381355,Pseudomonas sp. KnCO4
3388343,Pseudomonas sp. L7
3388489,Pseudomonas sp. MPB03
3388490,Pseudomonas sp. MPB23
3388491,Pseudomonas sp. MPB26
3388844,Pseudomonas sp. CP4
3389069,Pseudomonas sp. PR5
3392115,Pseudomonas sp. YJ42
3396624,Pseudomonas sp. RHF3.3-3
3398818,Pseudomonas sp. 18-147
3399121,Pseudomonas sp. NFX71
3399573,Pseudomonas sp. NFX183
3399679,Pseudomonas sp. OHS18
3399680,Pseudomonas sp. COR18
3401633,Pseudomonas sp. MAC6
3402862,Pseudomonas sp. NFX224
3402865,Pseudomonas sp. ABY48
3409857,Pseudomonas sp. NyZ201
3411798,Pseudomonas sp. ALK-5
3414496,Pseudomonas sp. WMBT8
306,Pseudomonas sp.
47660,Pseudomonas sp. ADP
69328,Pseudomonas sp. VLB120
75692,Pseudomonas sp. 273
76885,Pseudomonas sp. K-62
95619,Pseudomonas sp. M1
107445,Pseudomonas sp. A2
115714,Pseudomonas sp. S-47
118613,Pseudomonas sp. B10
147212,Pseudomonas sp. SW-3
180590,Pseudomonas sp. SLT2001
181555,Pseudomonas sp. AH2
384676,Pseudomonas entomophila L48
86264,Pseudomonas brassicacearum subsp. brassicacearum
353,Azotobacter chroococcum
354,Azotobacter vinelandii
69964,Azotobacter salinestris
2642495,unclassified Azotobacter
69963,Azorhizophilus paspali
351348,Marinobacter nauticus VT8
1163748,Marinobacter nauticus ATCC 49840
490759,Marinobacter sp. BSs20148
1119533,Marinobacter sp. P4B1
1415568,Marinobacter sp. LV10R510-11A
1671721,Marinobacter sp. CP1
1749259,Marinobacter sp. LQ44
1761794,Marinobacter sp. es.042
2304594,Marinobacter sp. Arc7-DN-1
2488665,Marinobacter sp. NP-4(2019)
2587857,Marinobacter sp. THAF39
2587869,Marinobacter sp. THAF197a
2817656,Marinobacter sp. CA1
2886046,Marinobacter sp. AN1
2917713,Marinobacter sp. M1C
2917714,Marinobacter sp. M2C
2917715,Marinobacter sp. M3C
2917716,Marinobacter sp. M4C
2971606,Marinobacter sp. MA
3003349,Marinobacter sp. LM1
3075616,Marinobacter sp. KM021
3093719,Marinobacter sp. MIT1358
3096990,Marinobacter sp. MIT0238
3096991,Marinobacter sp. MIT1392
3096995,Marinobacter sp. MIT932201
3096996,Marinobacter sp. MIT930201
3141535,Marinobacter sp. M5B
3158171,Marinobacter sp. RI1
3158548,Marinobacter sp. MMG032
3369658,Marinobacter sp. W-8
3402164,Marinobacter sp. GH_1
50741,Marinobacter sp.
225937,Marinobacter adhaerens HP15
626887,Marinobacter nanhaiticus D15-8W
3416179,Winslowiella sp. 2C04
665029,Erwinia amylovora CFBP1430
716540,Erwinia amylovora ATCC 49946
889211,Erwinia amylovora ATCC BAA-2158
1027397,Erwinia amylovora ACW56400
1219359,Erwinia amylovora NBRC 12687 = CFBP 1232
1255303,Erwinia amylovora Ea356
1255304,Erwinia amylovora Ea266
1255305,Erwinia amylovora CFBP 2585
1255306,Erwinia amylovora 01SFR-BO
634499,Erwinia pyrifoliae Ep1/96
644651,Erwinia pyrifoliae DSM 12163
634500,Erwinia billingiae Eb661
465817,Erwinia tasmaniensis Et1/99
1161919,Erwinia piriflorinigrans CFBP 5888
2675378,Erwinia sp. E602
2991500,Erwinia sp. INIA01
3039401,Erwinia sp. E_sp_B01_1
3039402,Erwinia sp. E_sp_B01_3
3039403,Erwinia sp. E_sp_B01_9
3039404,Erwinia sp. E_sp_B04_7
3039405,Erwinia sp. E_sp_B04_8
3039406,Erwinia sp. E_sp_B04_9
3039407,Erwinia sp. E_sp_W01_1
3039408,Erwinia sp. E_sp_W01_6
3141543,Erwinia sp. HDF1-3R
3376159,Erwinia sp. BNK-24-a
3376160,Erwinia sp. BNK-24-b
3376161,Erwinia sp. BNK-25
3391839,Erwinia sp. LJJL01
231374,Erwinia sp. Ejp 556
2547962,Erwinia sp. QL-Z3
98785,Buchnera aphidicola (Aphis gossypii)
98792,Buchnera aphidicola (Pterocomma populeum)
98793,Buchnera aphidicola (Rhopalosiphum padi)
98794,Buchnera aphidicola (Schizaphis graminum)
98795,Buchnera aphidicola (Myzus persicae)
98797,Buchnera aphidicola (Thelaxes suberi)
98802,Buchnera aphidicola (Panaphis juglandis)
98804,Buchnera aphidicola (Tuberolachnus salignus)
118099,Buchnera aphidicola (Acyrthosiphon pisum)
118101,Buchnera aphidicola (Diuraphis noxia)
118103,Buchnera aphidicola (Melaphis rhois)
118109,Buchnera aphidicola (Rhopalosiphum maidis)
118110,Buchnera aphidicola (Schlechtendalia chinensis)
118117,Buchnera aphidicola (Uroleucon ambrosiae)
118118,Buchnera aphidicola (Uroleucon sonchi)
135841,Buchnera aphidicola (Pemphigus populi)
135842,Buchnera aphidicola (Baizongia pistaciae)
261318,Buchnera aphidicola (Cinara cedri)
376416,Buchnera aphidicola (Eriosoma lanigerum)
466616,Buchnera aphidicola (Aphis craccivora)
557993,Buchnera aphidicola (Brachycaudus cardui)
558015,Buchnera aphidicola (Brachycaudus tragopogonis)
563178,Buchnera aphidicola str. 5A (Acyrthosiphon pisum)
571428,Buchnera aphidicola (Sitobion avenae)
571430,Buchnera aphidicola (Aphis fabae)
655384,Buchnera aphidicola (Cinara pseudotaxifoliae)
655391,Buchnera aphidicola (Nippolachnus piri)
668607,Buchnera aphidicola (Acyrthosiphon kondoi)
760016,Buchnera aphidicola (Sitobion miscanthi)
911343,Buchnera aphidicola (Brevicoryne brassicae)
1241832,Buchnera aphidicola (Acyrthosiphon lactucae)
1241833,Buchnera aphidicola (Anoecia oenotherae)
1241834,Buchnera aphidicola (Aphis nasturtii)
1241835,Buchnera aphidicola (Aphis nerii)
1241836,Buchnera aphidicola (Artemisaphis artemisicola)
1241846,Buchnera aphidicola (Eriosoma grossulariae)
1241859,Buchnera aphidicola (Hyadaphis tataricae)
1241860,Buchnera aphidicola (Hyperomyzus lactucae)
1241865,Buchnera aphidicola (Macrosiphoniella sanborni)
1241868,Buchnera aphidicola (Mollitrichosiphum nigrofasciatum)
1241869,Buchnera aphidicola (Muscaphis stroyani)
1241878,Buchnera aphidicola (Sarucallis kahawaluokalani)
1241881,Buchnera aphidicola (Takecallis arundicolens)
1241884,Buchnera aphidicola (Therioaphis trifolii)
1258543,Buchnera aphidicola (Lipaphis pseudobrassicae)
1265350,Buchnera aphidicola (Aphis glycines)
1265361,Buchnera aphidicola (Greenidea ficicola)
1265366,Buchnera aphidicola (Kurisakia onigurumii)
1265369,Buchnera aphidicola (Mindarus abietinus)
1265370,Buchnera aphidicola (Mindarus keteleerifoliae)
1265378,Buchnera aphidicola (Neophyllaphis podocarpi)
1265381,Buchnera aphidicola (Periphyllus koelreuteriae)
1265387,Buchnera aphidicola (Shivaphis celti)
1315998,Buchnera aphidicola (Thelaxes californica)
1470492,Buchnera aphidicola (Aphis aurantii)
1507522,Buchnera aphidicola (Macrosiphum euphorbiae)
1660040,Buchnera aphidicola (Cinara cuneomaculata)
1660043,Buchnera aphidicola (Cinara piceae)
1878935,Buchnera aphidicola (Cinara confinis)
1921549,Buchnera aphidicola (Cinara strobi)
1965425,Buchnera aphidicola (Astegopteryx bambusae)
1965431,Buchnera aphidicola (Ceratoglyphina bambusae)
1965437,Buchnera aphidicola (Chaitoregma tattakana)
1965444,Buchnera aphidicola (Pseudoregma panicola)
2027478,Buchnera aphidicola (Periphyllus acericola)
2173854,Buchnera aphidicola (Melanaphis sacchari)
2315800,Buchnera aphidicola (Stegophylla sp.)
2315801,Buchnera aphidicola (Macrosiphum gaurae)
2315802,Buchnera aphidicola (Aphis helianthi)
2495405,Buchnera aphidicola (Nipponaphis monzeni)
2518974,Buchnera aphidicola (Cinara curtihirsuta)
2518975,Buchnera aphidicola (Cinara curvipes)
2518976,Buchnera aphidicola (Cinara kochiana kochiana)
2518977,Buchnera aphidicola (Cinara laricifoliae)
2518979,Buchnera aphidicola (Cinara splendens)
2518980,Buchnera aphidicola (Cinara cf. splendens/pseudotsugae 3390)
2559115,Buchnera aphidicola (Aphis craccivore)
2709429,Buchnera aphidicola (Periphyllus lyropictus)
2911030,Buchnera aphidicola (Sipha maydis)
2994477,Buchnera aphidicola (Anoecia corni)
2994478,Buchnera aphidicola (Cavariella theobaldi)
2994479,Buchnera aphidicola (Chaitophorus sp. 3695)
2994480,Buchnera aphidicola (Chaitophorus populicola)
2994481,Buchnera aphidicola (Chaetosiphella stipae setosa)
2994482,Buchnera aphidicola (Drepanosiphum platanoidis)
2994483,Buchnera aphidicola (Hyalopterus amygdali)
2994484,Buchnera aphidicola (Myzocallis carpini)
2994485,Buchnera aphidicola (Pemphigus immunis)
2994486,Buchnera aphidicola (Periphyllus testudinaceus)
2994487,Buchnera aphidicola (Phyllaphis fagi)
2994488,Buchnera aphidicola (Protaphis terricola)
2994489,Buchnera aphidicola (Pterocallis alni)
2994490,Buchnera aphidicola (Symydobius americanus)
2994491,Buchnera aphidicola (Tetraneura ulmi)
